Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),40 Yard,Bench Press,Vert Leap (in)
2007,Chris Henry,Arizona,RB,71.25,230,10.25,31.25,4.41,26,36
2007,Nate Ilaoa,Hawaii,RB,68.88,245,9.13,29.63,4.79,25,30
2007,Kenny Irons,Auburn,RB,70.63,203,9.38,32.38,4.5,11,29.5
2007,Brandon Jackson,Nebraska,RB,69.88,210,10.13,31.38,4.56,21,37
2007,Brian Leonard,Rutgers,RB,73.5,226,9.13,31,4.54,28,34.5
2007,Marshawn Lynch,California,RB,71.13,215,9.25,31.13,4.48,20,35.5
2007,Tyrone Moss,Miami (FL),RB,69.13,231,9.5,31.13,4.8,16,31
2007,Adrian Peterson,Oklahoma,RB,73.5,217,9.25,33.75,4.41,,38.5
2007,Antonio Pittman,Ohio State,RB,70.75,207,8.5,31.5,4.42,16,35.5
2007,Gary Russell,Minnesota,RB,70.38,229,9,31.5,4.84,9,31.5
2007,Kolby Smith,Louisville,RB,71.25,220,9.63,33.75,4.52,18,38
2007,Ramonce Taylor,Texas College,RB,70.13,195,,,4.5,,34
2007,Darius Walker,Notre Dame,RB,70,206,9.63,31.75,4.56,19,40.5
2007,Garrett Wolfe,Northern Illinois,RB,67.5,186,9.13,30.13,4.4,22,35.5
2007,Dwayne Wright,Frenso State (CA),RB,71.5,228,9.5,31.25,4.69,14,34
2007,DeShawn Wynn,Florida,RB,70.38,232,8.75,30.5,4.49,,31.5
2006,Joseph Addai,Louisiana State,RB,71.25,214,9.5,31.38,4.43,18,37
2006,Mike Bell,Arizona,RB,72.25,221,9.25,30,4.62,19,31.5
2006,Brian Calhoun,Wisconsin,RB,69.25,201,9,29.13,4.6,18,31.5
2006,P.J. Daniels,Georgia Tech,RB,70.13,214,9,30.5,4.66,21,33
2006,Maurice Drew,UCLA,RB,66.8,207,8.25,28.13,4.44,18,36
2006,Quinton Ganther,Utah,RB,69.5,218,8.63,28.38,4.56,29,35
2006,Marques Hagans,Virginia,RB,69.38,202,9.25,30,4.64,,35
2006,Andre Hall,South Florida,RB,68.5,208,9.88,29.5,4.45,18,33
2006,Jerome Harrison,Washington State,RB,69.25,201,9.25,30,4.49,19,34.5
2006,Taurean Henderson,Texas Tech,RB,69.5,204,9.25,31.5,4.68,,32.5
2006,Cedric Humes,Virginia Tech,RB,72.88,227,9.88,31.75,4.68,18,30.5
2006,Wali Lundy,Virginia,RB,71,214,9.5,31.5,4.52,18,35
2006,Wendell Mathis,Frenso State (CA),RB,71.38,210,9.25,31,4.54,20,33
2006,DonTrell Moore,New Mexico,RB,69.75,210,9.38,30.5,4.65,18,32
2006,Jerious Norwood,Mississippi State,RB,71.63,210,9.88,31.25,4.4,15,36.5
2006,Cory Ross,Nebraska,RB,66.25,201,9,29.38,4.59,15,
2006,Derrick Ross,Tarleton State (TX),RB,70.5,226,9.13,30.25,4.61,20,35
2006,Leon Washington,Florida State,RB,67.88,201,9,29,4.49,17,32.5
2006,Terrence Whitehead,Oregon,RB,70.13,209,10,29,4.73,,30.5
2006,DeAngelo Williams,Memphis,RB,69,214,9.38,30.5,4.49,25,35.5
2005,J.J. Arrington,California,RB,68.88,214,8.75,30.5,4.45,18,35
2005,Marion Barber,Minnesota,RB,71.38,221,8.88,31.5,4.53,20,40
2005,DeCori Birmingham,Arkansas,RB,69.75,210,9,30.38,4.59,14,34.5
2005,Nehemiah Broughton,Citadel (SC),RB,71.5,250,9.75,32.38,4.61,25,30
2005,Ronnie Brown,Auburn,RB,72.25,233,9.63,31.63,4.46,18,34
2005,Maurice Clarett,Ohio State,RB,71.63,234,9.5,30.75,4.84,22,34
2005,DeAndra Cobb,Michigan State,RB,69.8,196,8.88,31.25,4.53,17,34
2005,Anthony Davis,Wisconsin,RB,66.6,200,8.63,29.75,4.53,18,38
2005,Lionel Gates,Louisville,RB,71.6,222,10.13,31.13,4.72,23,36
2005,Ryan Grant,Notre Dame,RB,73.1,215,8.5,31.75,4.5,17,33.5
2005,Kay-Jay Harris,West Virginia,RB,72.4,241,10,31.63,4.6,,38
2005,Alex Haynes,Central Florida,RB,69.9,223,10.25,31.63,4.54,21,32.5
2005,Noah Herron,Northwestern,RB,71,224,9.13,31.75,4.67,17,31
2005,Ray Hudson,Alabama,RB,69.8,192,9.13,29.63,4.5,15,
2005,Brandon Jacobs,Southern Illinois,RB,76.3,267,10.63,33.63,4.56,19,37
2005,T.A. McLendon,North Carolina State,RB,70.3,235,8.63,31.88,4.74,27,35
2005,Ryan Moats,Louisiana Tech,RB,68.3,210,8.88,31.5,4.49,19,36
2005,Vernand Morency,Oklahoma State,RB,69.6,212,8.88,31.75,4.51,19,33.5
2005,Alvin Pearman,Virginia,RB,69.4,208,9.25,30.38,4.65,24,34
2005,Bobby Purify,Colorado,RB,73,212,,,4.67,15,33.5
2005,Walter Reyes,Syracuse,RB,70,209,8.25,30.38,4.52,16,32
2005,Eric Shelton,Louisville,RB,73.5,246,9.5,33.63,4.57,,38.5
2005,Darren Sproles,Kansas State,RB,66.1,187,8.25,28.25,4.49,23,33
2005,Carnell Williams,Auburn,RB,71,217,,,4.43,19,35.5
2004,Rich Alexis,Washington,RB,72,210,9.25,32.5,4.65,,32
2004,Tatum Bell,Oklahoma State,RB,71,212,8.38,31.88,4.39,25,38.5
2004,Ran Carthon,Florida,RB,71.4,224,9.63,29.5,4.45,22,34.5
2004,Cedric Cobbs,Arkansas,RB,72.1,223,9.38,31.63,4.72,,40
2004,Duron Croson,Fort Valley State (GA),RB,72.8,226,10.13,30.88,4.84,14,30.5
2004,Josh Davis,Nebraska,RB,70.4,200,9.13,30.63,4.53,13,33.5
2004,Joe Echemandu,California,RB,70.8,226,9.38,30.88,4.58,15,
2004,Clarence Farmer,Arizona,RB,71.9,231,8.75,31.5,4.69,21,34.5
2004,Julius Jones,Notre Dame,RB,69.8,217,9.25,31.13,4.46,,37.5
2004,Kevin Jones,Virginia Tech,RB,72.1,227,8.63,30.88,4.38,,38
2004,Derrick Knight,Boston College,RB,68.8,209,8.75,29,4.73,16,31.5
2004,Mewelde Moore,Tulane (LA),RB,70.6,209,9.88,30.13,4.62,,35
2004,Jarrett Payton,Miami (FL),RB,72.1,220,8.88,30.75,4.61,,31
2004,Chris Perry,Michigan,RB,72,224,10.25,31.38,4.55,19,
2004,Fred Russell,Iowa,RB,67,195,8.25,28.88,4.51,21,34
2004,Michael Turner,Northern Illinois,RB,70.5,237,9.63,29.38,4.49,22,31
2004,Shaud Williams,Alabama,RB,67.5,193,9,28.38,4.71,15,34
2004,Quincy Wilson,West Virginia,RB,69.4,225,9.38,29.63,4.6,26,33.5
2004,Renaldo Works,Oklahoma,RB,72,222,9.63,31.13,4.72,21,30.5
2004,Jason Wright,Northwestern,RB,70.4,210,9.25,30,4.66,,30
2003,Santonio Beard,Alabama,RB,71.6,222,9.25,31.25,4.59,,31.5
2003,Kerry Carter,Stanford,RB,73.9,238,9.25,32,4.67,20,36
2003,Avon Cobourne,West Virginia,RB,67.5,205,9.38,29.38,4.7,21,31.5
2003,Domanick Davis,Louisiana State,RB,69,213,9,30,4.64,22,32.5
2003,Dahrran Diedrick,Nebraska,RB,72.1,228,9.75,30,4.65,19,37
2003,Justin Fargas,Southern California,RB,72.9,219,9.75,31,4.41,27,
2003,Ahmaad Galloway,Alabama,RB,71.8,223,9,30.75,4.65,22,
2003,Earnest Graham,Florida,RB,69.1,225,9.5,31,4.5,22,
2003,Quentin Griffin,Oklahoma,RB,67,195,9.25,30,4.49,21,38
2003,Dwone Hicks,Middle Tennessee State,RB,69.6,222,9.5,30,4.6,29,34
2003,Larry Johnson,Penn State,RB,74.4,214,8.75,31.38,4.55,19,
2003,Nick Maddox,Florida State,RB,71,211,,,4.65,18,33.5
2003,Sultan McCullough,Southern California,RB,71.4,202,8.38,30.88,4.49,27,
2003,Musa Smith,Georgia,RB,72.8,232,8,31.88,4.45,,35.5
2003,Onterrio Smith,Oregon,RB,69.9,220,9.75,29.25,4.48,19,
2003,LaBrandon Toefield,Louisiana State,RB,70.9,233,9.25,30,4.6,19,
2003,Derek Watson,South Carolina,RB,73,212,,,4.63,15,34
2003,Derrick Watson,South Carolina,RB,73,212,,,4.63,15,34
2002,Jonathan Adams,Arkansas State,RB,73,219,,,4.58,15,36.5
2002,Brian Allen,Stanford,RB,69,209,,,4.46,19,33
2002,Damien Anderson,Northwestern,RB,70.4,211,9.5,29,4.6,27,33.5
2002,Ladell Betts,Iowa,RB,70.5,220,9,30.5,4.6,23,38
2002,Joe Burns,Georgia,RB,69,213,,,4.81,21,31
2002,Demontray Carter,Troy (AL),RB,70.1,194,7.25,31,4.58,16,33
2002,Rock Cartwright,Kansas State,RB,67.8,237,9,30.75,4.48,30,35
2002,Eric Crouch,Nebraska,RB,71.9,195,9.75,30.25,4.49,,36
2002,Tony Fisher,Notre Dame,RB,74,226,,,4.66,21,41.5
2002,Delvon Flowers,Arizona State,RB,72,207,9.75,32,4.64,15,35.5
2002,LittleJohn Flowers,Michigan State,RB,71.4,214,9.75,31.5,4.75,19,34
2002,DeShaun Foster,UCLA,RB,73,222,,,4.57,20,35.5
2002,Lamar Gordon,North Dakota State,RB,72.6,214,9.5,31,4.59,16,34
2002,William Green,Boston College,RB,72.3,221,7.75,31.5,4.65,27,42
2002,Ennis Haywood,Iowa State,RB,70.1,218,9,31.13,4.76,12,35
2002,Leonard Henry,East Carolina (NC),RB,72.9,206,8.75,31.5,4.61,26,35
2002,Maurice Hicks,North Carolina A&T,RB,70,200,8.5,31.5,4.64,19,
2002,Dameon Hunter,Utah,RB,70.6,219,9.5,31.25,4.66,,30.5
2002,Eric McCoo,Penn State,RB,70,214,8.25,31.5,4.55,14,32.5
2002,Dicenzo Miller,Mississippi State,RB,70.1,215,8.75,30.5,4.98,8,31
2002,Dave Minnich,Washington State,RB,71,218,8.75,30.25,4.72,12,33.5
2002,Maurice Morris,Oregon,RB,71.4,208,8.75,30.25,4.51,23,36.5
2002,Larry Ned,San Diego State,RB,70.8,219,9,30.75,4.62,15,34.5
2002,Adrian Peterson,Georgia Southern,RB,70,214,9.75,31.75,4.69,14,34
2002,Tellis Redmon,Minnesota,RB,71,210,,,4.61,20,32
2002,Josh Scobey,Kansas State,RB,71.4,218,9.25,31.25,4.44,21,40.5
2002,Travis Stephens,Tennessee,RB,68.1,194,8.75,29.75,4.59,15,32
2002,Chester Taylor,Toledo,RB,70.8,213,9.75,30.13,4.64,22,33
2002,Lew Thomas,Vanderbilt,RB,69.5,210,9.25,31,4.59,17,36
2002,Brian Westbrook,Villanova,RB,68.4,200,10.13,29.5,4.59,26,37
2002,Leveron Williams,Indiana,RB,75.1,224,8.5,33.25,4.66,16,
2002,Ricky Williams,Texas Tech,RB,67.3,190,9.13,28.5,4.48,19,32.5
2001,David Allen,Kansas State,RB,68.8,194,8.25,31.5,4.65,15,31
2001,Kevan Barlow,Pittsburgh,RB,73.1,235,9,32,4.56,,32
2001,Michael Bennett,Wisconsin,RB,69.3,207,8.5,31,4.44,13,39.5
2001,Derrick Blaylock,Stephen F. Austin (TX),RB,69.9,194,8,29.5,4.39,18,35.5
2001,Correll Buckhalter,Nebraska,RB,73,226,,,4.53,11,40
2001,Derek Combs,Ohio State,RB,72.1,193,9.5,31.5,4.45,8,35
2001,Corey Crume,Eastern Kentucky,RB,71.3,225,9.5,31,4.78,15,37
2001,Travis Henry,Tennessee,RB,69.1,223,8,30,4.61,23,35.5
2001,Derek Homer,Kentucky,RB,68.4,194,9,30,4.58,,32.5
2001,James Jackson,Miami (FL),RB,70.4,210,9.5,31,4.55,,35
2001,Rudi Johnson,Auburn,RB,69.6,227,9,30.5,4.57,24,37.5
2001,Lamont Jordan,Maryland,RB,70.3,234,9.75,31,4.57,24,37
2001,Deuce McAllister,Mississippi,RB,73.1,222,9.13,31.5,4.41,20,37.5
2001,Travis Minor,Florida State,RB,70.1,197,8.5,31,4.46,9,32
2001,Hodges Mitchell,Texas,RB,66.6,180,8,29.5,4.53,15,32.5
2001,Marcel Shipp,Massachusetts,RB,70.6,222,10,32,4.75,18,32.5
2001,Anthony Thomas,Michigan,RB,73.6,229,10,32,4.62,20,32.5
2001,LaDainian Tomlinson,Texas Christian,RB,70.3,221,9,31,4.43,18,40.5
2001,Deonce Whitaker,San Jose State,RB,66,177,,,4.52,23,36
2001,Reggie White,Oklahoma State,RB,71.6,228,8,32,4.59,17,37.5
2000,Demario Brown,Utah State,RB,72.4,217,9.13,31.25,4.74,,31
2000,Keith Brown,UCLA,RB,71.1,216,10,31,4.68,,30
2000,Trung Canidate,Arizona,RB,70.6,193,8.13,29.75,4.46,18,
2000,Doug Chapman,Marshall (WV),RB,70,215,9.5,30,4.59,16,38.5
2000,Chrys Chukwuma,Arkansas,RB,73,232,,,4.56,,
2000,Reuben Droughns,Oregon,RB,71.3,215,9,31.25,4.68,13,30
2000,Derrick Foster,Texas A&M-Kingsville,RB,71.4,201,9.75,31.75,4.45,19,34.5
2000,Dante' Hall,Texas A&M,RB,67.8,191,8.88,29.5,4.46,18,38
2000,Troy Hambrick,Savannah State (GA),RB,72.1,237,9.25,32.38,4.72,21,34.5
2000,Thomas Hamner,Minnesota,RB,72.1,197,10.25,31.25,4.54,17,32
2000,Marlion Jackson,Saginaw Valley State (MI),RB,73,242,10,32,4.65,24,35.5
2000,Ronney Jenkins,Northern Arizona,RB,70.5,184,8.88,30,4.51,18,
2000,Morgan Kane,Wake Forest,RB,72.8,221,10,31,4.63,29,37.5
2000,Curtis Keaton,James Madison (VA),RB,70,214,,,4.41,23,41.5
2000,Jamal Lewis,Tennessee,RB,71.8,240,10.25,32,4.58,23,
2000,Kevin McDougal,Colorado State,RB,71.4,206,8.88,29.5,4.66,,32
2000,Rondell Mealey,Louisiana State,RB,71.6,212,9.25,32.25,4.69,,33
2000,Frank Moreau,Louisville,RB,73,231,,,4.57,23,36
2000,Chad Morton,Southern California,RB,67.6,182,8.5,30,4.52,18,36
2000,Travis Prentice,Miami (OH),RB,71.8,225,9.5,31.5,4.5,23,37
2000,J.R. Redmond,Arizona State,RB,71.5,216,9.13,31.25,4.48,,32.5
2000,Phillip Rogers,Georgia Tech,RB,73.1,232,9.88,32,4.73,19,37
2000,Ketric Sanford,Houston,RB,67.5,199,9,31.5,4.62,12,32
2000,Rashon Spikes,North Carolina State,RB,70.5,204,9.13,31,4.84,13,33
2000,Shyrone Stith,Virginia Tech,RB,67.4,204,9.63,30.25,4.65,13,35
2000,Anthony White,Kentucky,RB,72.3,195,9.5,31.75,4.7,,32.5
2000,Destry Wright,Jackson State (MS),RB,71.3,216,9.75,30.75,4.88,15,29.5
1999,Jerry Azumah,New Hampshire,RB,70,195,8.88,29.88,4.5,15,43.5
1999,Marlon Barnes,Colorado,RB,70,211,,,4.49,18,35.5
1999,Michael Basnight,North Carolina A&T,RB,72.9,241,9,32.88,4.61,18,34.2
1999,Ronnie Bradley,Georgia,RB,69,221,,,4.57,,36
1999,Mike Cloud,Boston College,RB,70.5,200,9.5,29.75,4.54,17,38.5
1999,Cecil Collins,McNeese State (LA),RB,68.6,209,9.38,29.88,4.45,16,33
1999,Autry Denson,Notre Dame,RB,69.5,197,9.38,29.25,4.67,20,31
1999,Kevin Faulk,Louisiana State,RB,67.6,205,9.13,29.75,4.57,,34
1999,Olandis Gary,Georgia,RB,73,216,,,4.71,22,34
1999,Anthony Gray,Western New Mexico,RB,72.1,228,10,32.5,4.65,16,32.5
1999,Madre Hill,Arkansas,RB,71.4,199,9,30.38,4.52,20,32
1999,Jay Hinton,Morgan State (MD),RB,71,200,,,4.29,18,43.5
1999,John Humphrey,Texas A&M-Kingsville,RB,69,195,9.25,29.13,4.54,19,35.5
1999,Sedrick Irvin,Michigan State,RB,70.8,223,9.88,29.5,4.58,20,35
1999,Edgerrin James,Miami (FL),RB,72,216,8.88,30,4.38,,
1999,J.J. Johnson,Mississippi State,RB,73.4,227,9.13,31,4.71,16,
1999,Corby Jones,Missouri,RB,71.1,223,9.88,31.25,4.71,15,31.5
1999,Jaime Kimbrough,Frenso State (CA),RB,67.5,198,9.13,28,4.71,22,34.5
1999,Joe Montgomery,Ohio State,RB,70.4,227,9.25,30.5,4.63,,
1999,De'Mond Parker,Oklahoma,RB,69.6,189,8.75,31.13,4.49,13,41.5
1999,Sirr Parker,Texas A&M,RB,70.3,190,8.38,29.25,4.56,,40
1999,Ronnie Powell,Northwestern State (LA),RB,70,174,,,4.43,,35.5
1999,Thomas Seih,Texas Southern,RB,69,212,,,4.57,16,35
1999,Brian Shay,Emporia State (KS),RB,68,213,9.13,28.38,4.49,17,
1999,Aaron Stecker,Western Illinois,RB,69.5,210,9.5,29.25,4.82,23,32.5
1999,Damon Washington,Colorado State,RB,70.6,200,10,31.13,4.54,18,37
1999,Devin West,Missouri,RB,72.3,229,9.75,31.5,4.53,14,33.5
1999,Clarence Williams,Michigan,RB,68.5,202,8.88,30.5,4.71,19,33.5
1999,Ricky Williams,Texas,RB,70.8,244,7.75,29.5,4.56,,37
1999,Amos Zereoue,West Virginia,RB,67.4,203,9,29.75,4.53,,
1998,Curtis Alexander,Alabama,RB,71.6,204,9.25,31.25,4.44,13,37
1998,John Avery,Mississippi,RB,69.4,184,9.13,30.5,4.38,17,34.5
1998,Tavian Banks,Iowa,RB,69.6,198,9.63,31.88,4.48,15,39
1998,Michael Black,Washington State,RB,70.8,196,8.88,31.75,,17,
1998,Robert Edwards,Georgia,RB,71.5,218,8.75,31.5,,,
1998,Curtis Enis,Penn State,RB,72.6,242,10,32.13,,,
1998,Chris Fuamatu-Ma'Afala,Utah,RB,71.6,252,10.13,31.25,4.83,23,33
1998,Ahman Green,Nebraska,RB,71.8,213,9.5,31.25,4.44,13,38.5
1998,Scott Harley,East Carolina (NC),RB,69.4,215,9.75,31.13,4.79,18,31.5
1998,Lendon Henry,Colorado,RB,72,213,9.75,33.25,,15,36
1998,Skip Hicks,UCLA,RB,71.8,230,10.13,32.75,,17,34.5
1998,Robert Holcombe,Illinois,RB,70.9,216,9.88,32.25,4.53,23,35
1998,Chris Howard,Michigan,RB,69.6,223,9.5,30.5,4.65,19,27
1998,Juan Johnson,Utah,RB,73.1,220,9.63,33.5,4.69,14,34.5
1998,Michael Martin,Arizona State,RB,72.4,215,9.25,32.75,,17,
1998,Claude Mathis,Texas State,RB,69.5,206,8.75,32.5,4.61,17,30
1998,Saladin Mccullough,Oregon,RB,68.4,196,8.88,30,,,
1998,Brian Mckenzie,Brigham Young,RB,69.8,210,9.25,32,4.43,20,36.5
1998,Brock Olivo,Missouri,RB,72.1,217,10.5,31.13,4.82,24,30.5
1998,Ken Oxendine,Virginia Tech,RB,72.3,228,10.5,32.88,4.75,19,35
1998,Marcus Parker,Virginia Tech,RB,69.1,244,9.75,31.88,4.69,18,36
1998,Pepe Pearson,Ohio State,RB,70.4,206,9,30.25,4.54,15,34.5
1998,Wilmont Perry,Livingstone (NC),RB,73.6,235,10.13,33.88,4.74,16,33
1998,Michael Pittman,Frenso State (CA),RB,71.5,214,9.5,29.88,4.5,22,35
1998,Rock Preston,Florida State,RB,67.9,183,9,30.13,4.62,9,33.5
1998,Andre Richardson,Oklahoma State,RB,67.1,184,9.13,28.63,4.53,18,33
1998,Dennis Riddle,Alabama,RB,70.1,205,10,33.13,4.66,,33.5
1998,Harold Shaw,Southern Mississippi,RB,72,230,9,31.75,4.62,18,28.5
1998,Rashaan Shehee,Washington,RB,70.3,204,9.88,33.13,,22,
1998,Tarik Smith,California,RB,70.4,200,9.75,32.75,4.53,17,39.5
1998,Tremayne Stephens,North Carolina State,RB,70.8,205,10,32.88,4.54,14,40
1998,Fred Taylor,Florida,RB,71.9,226,9.63,32.5,,20,
1998,Delon Washington,Southern California,RB,68.1,194,9,31.5,4.69,16,31
1997,James Allen,Oklahoma,RB,70.1,212,9,31.88,,11,31
1997,Darnell Autry,Northwestern,RB,70.8,210,10,32.38,,,34
1997,Tiki Barber,Virginia,RB,69.4,203,9.5,31.75,4.56,15,35.5
1997,Terry Battle,Arizona State,RB,70.6,197,9.38,31.88,4.71,16,34.5
1997,Calvin Branch,Colorado State,RB,71.4,200,9.63,33,4.49,18,39
1997,Kenney Bynum,South Carolina State,RB,70.8,190,9,31.5,4.53,11,35.5
1997,Troy Davis,Iowa State,RB,67.9,181,8.88,30.5,4.56,16,34.5
1997,Corey Dillon,Washington,RB,72.6,217,10.25,34,,,
1997,Warrick Dunn,Florida State,RB,68,176,8.5,30.75,,,
1997,Robert Farmer,Notre Dame,RB,70.6,213,10,32.63,,,
1997,Danyell Ferguson,Miami (FL),RB,71.1,202,9.5,32,,,
1997,Spencer George,Rice (TX),RB,69,198,9.88,31.88,4.54,22,41.5
1997,Jay Graham,Tennessee,RB,71.6,215,9.75,32,4.46,22,36
1997,Byron Hanspard,Texas Tech,RB,70.5,198,8.88,31,4.41,,
1997,June Henley,Kansas,RB,70.9,234,9.5,31.88,,,
1997,Priest Holmes,Texas,RB,68.9,213,9,30.63,4.73,18,33
1997,Leon Johnson,North Carolina,RB,71.8,209,9.5,32.5,4.68,,34
1997,George Jones,San Diego State,RB,68.6,204,9.25,30.5,4.58,,35
1997,Randy Kinder,Notre Dame,RB,72.9,207,10.38,33.25,4.46,,31
1997,Brian Knuckles,Western Illinois,RB,70.3,206,9.5,32.25,4.65,3,34
1997,Fred Lane,Lane College (TN),RB,69.6,209,8.63,31.13,4.75,19,31
1997,Chad Levitt,Cornell (NY),RB,73.1,233,9.13,31.5,4.61,19,34.5
1997,Shon Mitchell,Texas,RB,70.4,194,9.63,32.25,4.62,,31
1997,Beau Morgan,Air Force,RB,70.1,192,9.13,29.75,4.61,,36.5
1997,Ray Nealy,Arkansas-Pine Bluff,RB,71.5,219,8.5,31.88,4.61,9,34.5
1997,Sedrick Shaw,Iowa,RB,72,214,9.25,33,4.62,,32
1997,Alex Smith,Indiana,RB,71.4,208,9.25,31.88,4.62,16,32
1997,Antowain Smith,Houston,RB,74.4,224,8.5,32.5,4.48,15,36.5
1997,Duce Staley,South Carolina,RB,71.1,220,8.88,31,,,
1997,David Thompson,Oklahoma State,RB,68.3,194,9.63,30.75,4.69,14,34.5
1997,Corey Walker,Arizona State,RB,69.5,188,9.25,30.63,4.46,16,35.5
1997,Shawn Walters,Southern California,RB,70.9,251,9.5,31.63,4.87,19,
1997,Cj Williams,Georgia Tech,RB,72.1,205,9.5,33,4.61,13,39
1997,Abu Wilson,Utah State,RB,72.4,214,9.75,32.38,4.73,15,31.5
1996,Karim Abdul-Jabbar,UCLA,RB,70,194,9.75,31.13,,,32.5
1996,Joe Abdullah,Pacific (CA),RB,70.8,217,9.63,31.25,4.81,14,32
1996,Mike Archie,Penn State,RB,68,206,10.13,31.5,,,
1996,Tim Biakabutuka,Michigan,RB,72.1,205,9,31.88,,,
1996,Chris Darkins,Minnesota,RB,72,211,9.38,33.5,4.43,22,38.5
1996,Tommie Frazier,Nebraska,RB,72.3,210,10.63,33,4.75,,30.5
1996,Jimmy Gary,West Virginia,RB,70.5,218,9.25,31,4.68,17,32.5
1996,Eddie George,Ohio State,RB,74.6,238,10.13,33.25,,,
1996,Michael Hicks,South Carolina State,RB,72.3,188,8.63,31,4.59,18,32.5
1996,Richard Huntley,Winston-Salem State (NC),RB,71.5,224,10.13,31.5,,,
1996,Dou Innocent,Mississippi,RB,71.3,212,9.5,32.38,,,
1996,L T Levine,Kansas,RB,69.8,220,8.75,31.63,,,
1996,Leeland Mcelroy,Texas A&M,RB,68.6,198,9.25,32.25,4.39,22,37
1996,Jerris Mcphail,East Carolina (NC),RB,70.6,201,8.63,31.88,4.49,14,38.5
1996,Jerald Moore,Oklahoma,RB,68.9,229,9.75,29.13,,24,
1996,Jeff Nichols,Grambling State (LA),RB,72,209,8.75,32.13,,,
1996,Winslow Oliver,New Mexico,RB,67.3,181,9,29.25,4.49,25,35
1996,Chris Parker,Marshall (WV),RB,70,199,9.88,31.63,4.54,13,37
1996,Lawrence Phillips,Nebraska,RB,71.6,229,9,31.38,,,
1996,Bruce Presley,Rutgers,RB,69.8,218,9.5,30.63,4.77,13,28.5
1996,Reynard Rutherford,California,RB,72.3,201,8.88,30.25,,18,
1996,Toraino Singleton,Texas-El Paso,RB,74.6,235,9.25,33.13,,19,
1996,Robert Walker,West Virginia,RB,70.8,205,9.38,31.38,4.55,15,34
1996,Ricky Whittle,Oregon,RB,69,200,9.25,30.13,,,
1996,Moe Williams,Kentucky,RB,72.1,199,9.38,31.63,4.76,13,37.5
1996,Terrell Willis,Rutgers,RB,69.9,196,9.25,31.75,4.61,11,34.5
1995,Kelvin Anderson,Southeast Missouri State,RB,67.6,198,10.13,29.38,4.65,12,37
1995,Joe Aska,Central Oklahoma,RB,70.5,230,10.13,31.63,4.43,14,34.5
1995,Robert Baldwin,Duke,RB,70.9,222,9.25,32,4.75,17,31.5
1995,Lee Becton,Notre Dame,RB,71,195,9.38,31.13,,,
1995,Brandon Bennett,South Carolina,RB,70.8,201,9.38,31.75,,,
1995,Kevin Bouie,Mississippi State,RB,71.9,225,9,31.13,4.73,17,30
1995,Norman Bradford,Grambling State (LA),RB,73.5,203,9.75,32,4.75,,32
1995,Ki-Jana Carter,Penn State,RB,70,227,9.38,32,,,
1995,Ontiwaun Carter,Arizona,RB,68.6,183,8.5,30,4.63,19,32
1995,Terrell Davis,Georgia,RB,71.6,213,9,30.88,4.72,,35
1995,Terrell Fletcher,Wisconsin,RB,67.6,200,9.25,30,,17,
1995,Roger Graham,New Haven (CT),RB,69.9,213,9.88,30.38,4.81,19,31
1995,Aaron Hayden,Tennessee,RB,71.6,218,9.13,30.5,,23,
1995,Darick Holmes,Portland State (OR),RB,72,226,10.13,31.38,,,
1995,Curtis Johnson,North Carolina,RB,68.6,204,9,30.13,4.6,20,31.5
1995,Eric Johnson,Central Michigan,RB,70.5,200,8.63,30.88,4.61,,30.5
1995,Napoleon Kaufman,Washington,RB,68.5,182,8.5,29.5,4.48,24,38.5
1995,Curtis Martin,Pittsburgh,RB,71.3,203,9.25,31.88,,16,41.5
1995,Casey Mcbeth,Toledo,RB,69.9,206,8.75,30.88,4.69,18,35.5
1995,Brent Moss,Wisconsin,RB,68.5,211,9.63,31.75,4.74,19,29
1995,Bobby Phillips,Virginia Union,RB,68.9,195,9.63,30.88,4.55,23,32.5
1995,Dino Philyaw,Oregon,RB,70.5,192,9.25,29.5,4.57,18,36.5
1995,Brian Pruitt,Central Michigan,RB,68.9,207,9.13,31.63,,15,37
1995,Rashaan Salaam,Colorado,RB,72.9,228,9,32.13,,21,
1995,Anthony Shelman,Louisville,RB,74.9,209,9.25,33.75,4.72,17,35.5
1995,J J Smith,Kansas State,RB,69.6,202,9.13,32,,,33.5
1995,James Stewart,Tennessee,RB,73.4,222,8.88,32.75,,26,38
1995,Rodney Thomas,Texas A&M,RB,70.3,213,9.13,31.88,4.54,,33
1995,Tyrone Wheatley,Michigan,RB,72,232,9.13,32.88,4.53,,35.5
1995,Sherman Williams,Alabama,RB,67.8,196,9.88,31.25,,15,
1995,Jamal Willis,Brigham Young,RB,74,218,10,33,4.61,18,34
1995,Julius Young,Oregon State,RB,70,194,9.63,30.88,4.58,,32.5
1994,Mario Bates,Arizona State,RB,72.6,217,9.5,33.25,4.43,15,36
1994,William Bell,Georgia Tech,RB,70.1,208,9.38,30.88,4.59,17,31
1994,James Bostic,Auburn,RB,71.1,222,9.63,32,4.62,20,34.5
1994,Phil Brown,Texas,RB,70.3,210,9,31,4.8,13,34
1994,Beno Bryant,Washington,RB,68.6,184,8.63,29.5,4.55,19,33.5
1994,Lindsey Chapman,California,RB,68,197,9.25,30.25,4.6,,38
1994,Marvin Courtney,Mississippi,RB,71.4,207,9,32.25,4.68,8,32
