Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data
GCI Communication Corp.,ALASKA,3315,Cable,150,10,250,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,ALASKA,54646.3999999999,Cable,75,5,50,64.99,0,0,64.99,0,Yes
GCI Communication Corp.,ALASKA,1666,Cable,150,10,250,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,ALASKA,54646.4,Cable,75,5,50,64.99,0,0,64.99,0,Yes
GCI Communication Corp.,ALASKA,1652,Cable,250,15,500,144.99,0,0,144.99,0,Yes
GCI Communication Corp.,ALASKA,54646.3999999999,Cable,250,15,500,144.99,0,0,144.99,0,Yes
GCI Communication Corp.,ALASKA,1666,Cable,1000,50,1024,174.99,0,0,174.99,0,Yes
GCI Communication Corp.,ALASKA,3315,Cable,75,5,50,64.99,0,0,64.99,0,Yes
GCI Communication Corp.,ALASKA,1652,Cable,75,5,50,64.99,0,0,64.99,0,Yes
GCI Communication Corp.,ALASKA,2008,Cable,150,10,250,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,ALASKA,54646.3999999999,Cable,1000,50,1024,174.99,0,0,174.99,0,Yes
GCI Communication Corp.,ALASKA,1652,Cable,1000,50,1024,174.99,0,0,174.99,0,Yes
GCI Communication Corp.,ALASKA,2552,Cable,1000,50,1024,174.99,0,0,174.99,0,Yes
GCI Communication Corp.,ALASKA,2552,Cable,150,10,250,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,ALASKA,54646.3999999999,Cable,150,10,250,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,ALASKA,54646.4,Cable,250,15,500,144.99,0,0,144.99,0,Yes
GCI Communication Corp.,ALASKA,54646.4,Cable,250,15,500,144.99,0,0,144.99,0,Yes
GCI Communication Corp.,ALASKA,2008,Cable,75,5,50,64.99,0,0,64.99,0,Yes
GCI Communication Corp.,ALASKA,54646.4,Cable,150,10,250,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,ALASKA,2008,Cable,250,15,500,144.99,0,0,144.99,0,Yes
GCI Communication Corp.,ALASKA,54646.4,Cable,1000,50,1024,174.99,0,0,174.99,0,Yes
GCI Communication Corp.,ALASKA,1136,Cable,250,15,500,144.99,0,0,144.99,0,Yes
GCI Communication Corp.,ALASKA,54646.4,Cable,150,10,250,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,ALASKA,1652,Cable,150,10,250,94.99,0,0,94.99,0,Yes
GCI Communication Corp.,ALASKA,2552,Cable,250,15,500,144.99,0,0,144.99,0,Yes
GCI Communication Corp.,ALASKA,1136,Cable,75,5,50,64.99,0,0,64.99,0,Yes
GCI Communication Corp.,ALASKA,2008,Cable,1000,50,1024,174.99,0,0,174.99,0,Yes
Getwireless.net,PENNSYLVANIA,13694.3686823042,Fixed wireless,75,5,Unlimited,49.95,0,0,49.95,0,Yes
Getwireless.net,PENNSYLVANIA,13694.3686823042,Fixed wireless,50,5,Unlimited,44.95,0,0,44.95,0,Yes
Getwireless.net,PENNSYLVANIA,13694.3686823042,Fixed wireless,20,2,Unlimited,29.95,0,0,29.95,0,Yes
Getwireless.net,PENNSYLVANIA,13694.3686823042,Fixed wireless,100,10,Unlimited,59.95,0,0,59.95,0,Yes
GEUS,TEXAS,173319.011471036,Cable,100,10,Unlimited,95.95,0,0,95.95,0,Yes
GEUS,TEXAS,173319.011471036,Cable,50,5,Unlimited,61.95,0,0,61.95,0,Yes
GEUS,TEXAS,173319.011471036,Cable,5,1,Unlimited,14.95,0,0,14.95,0,Yes
GEUS,TEXAS,173319.011471036,Cable,20,2,Unlimited,41.95,0,0,41.95,0,Yes
GEUS,TEXAS,173319.011471036,Cable,10,1,Unlimited,24.95,0,0,24.95,0,Yes
Giggle Fiber LLC,CALIFORNIA,41726.7578704385,Cable,100,2,Unlimited,59.95,0,0,59.95,0,Yes
Giggle Fiber LLC,CALIFORNIA,41726.7578704385,Cable,5,2,Unlimited,24.95,0,0,24.95,0,Yes
Giggle Fiber LLC,CALIFORNIA,41726.7578704385,Cable,50,1,Unlimited,39.95,0,0,39.95,0,Yes
Giggle Fiber LLC,CALIFORNIA,41726.7578704385,Cable,5,1,Unlimited,19.95,0,0,19.95,0,Yes
Giggle Fiber LLC,CALIFORNIA,20863.3789352192,Cable,50,2,Unlimited,44.95,0,0,44.95,0,Yes
Giggle Fiber LLC,CALIFORNIA,41726.7578704385,Cable,500,25,Unlimited,69.95,0,0,69.95,0,Yes
Giggle Fiber LLC,CALIFORNIA,20863.3789352192,Cable,60,6,Unlimited,44.95,0,0,44.95,0,Yes
Giggle Fiber LLC,CALIFORNIA,41726.7578704385,Cable,20,2,Unlimited,34.95,0,0,34.95,0,Yes
Giggle Fiber LLC,CALIFORNIA,41726.7578704385,Cable,20,1,Unlimited,29.95,0,0,29.95,0,Yes
Giggle Fiber LLC,CALIFORNIA,41726.7578704385,Cable,100,5,Unlimited,64.95,0,0,64.95,0,Yes
"Google Fiber Kansas, LLC",KANSAS,41726.7578704385,FTTH,25,25,Unlimited,15,0,0,15,0,Yes
"Google Fiber Kansas, LLC",KANSAS,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Kansas, LLC",KANSAS,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Kansas, LLC",KANSAS,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Kansas, LLC",KANSAS,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Kansas, LLC",KANSAS,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Kansas, LLC",KANSAS,23439.4773959044,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Kansas, LLC",KANSAS,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Kansas, LLC",KANSAS,23439.4773959044,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Kansas, LLC",KANSAS,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Kansas, LLC",KANSAS,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Kansas, LLC",KANSAS,23439.4773959044,FTTH,25,25,Unlimited,15,0,0,15,0,Yes
"Google Fiber Kansas, LLC",KANSAS,23439.4773959044,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,23439.4773959044,FTTH,25,25,Unlimited,15,0,0,15,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,23439.4773959044,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,23439.4773959044,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Missouri, LLC",MISSOURI,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Texas, LLC",TEXAS,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Texas, LLC",TEXAS,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Texas, LLC",TEXAS,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Texas, LLC",TEXAS,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Utah, LLC",UTAH,23439.4773959044,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Google Fiber Utah, LLC",UTAH,23439.4773959044,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Utah, LLC",UTAH,41726.7578704385,FTTH,100,100,Unlimited,50,0,0,50,0,Yes
"Google Fiber Utah, LLC",UTAH,41726.7578704385,FTTH,1000,1000,Unlimited,70,0,0,70,0,Yes
"Grande Communications Networks, LLC",TEXAS,173319.011471036,Cable,50,5,Unlimited,29.99,0,0,29.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,1000,50,Unlimited,69.99,0,0,69.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,400,20,Unlimited,49.99,0,0,49.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,50,5,Unlimited,29.99,0,0,29.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,173319.011471036,Cable,400,20,Unlimited,49.99,0,0,49.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,321879.349697312,Cable,50,5,Unlimited,29.99,0,0,29.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,200,20,Unlimited,39.99,0,0,39.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,173319.011471036,Cable,200,20,Unlimited,39.99,0,0,39.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,200,20,Unlimited,39.99,0,0,39.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,321879.349697312,Cable,1000,50,Unlimited,69.99,0,0,69.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,23439.4773959044,Cable,1000,50,Unlimited,69.99,0,0,69.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,50,5,Unlimited,29.99,0,0,29.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,321879.349697312,Cable,400,20,Unlimited,49.99,0,0,49.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,200,20,Unlimited,39.99,0,0,39.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,400,20,Unlimited,49.99,0,0,49.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,400,20,Unlimited,49.99,0,0,49.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,23439.4773959044,Cable,50,5,Unlimited,29.99,0,0,29.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,1000,50,Unlimited,69.99,0,0,69.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,23439.4773959044,Cable,200,20,Unlimited,39.99,0,0,39.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,321879.349697312,Cable,200,20,Unlimited,39.99,0,0,39.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,41726.7578704385,Cable,50,5,Unlimited,29.99,0,0,29.99,0,Yes
"Grande Communications Networks, LLC",TEXAS,23439.4773959044,Cable,400,20,Unlimited,49.99,0,0,49.99,0,Yes
"Greenlight Networks, LLC",NEW YORK,23439.4773959044,FTTH,500,50,Unlimited,75,0,0,75,0,Yes
"Greenlight Networks, LLC",NEW YORK,23439.4773959044,FTTH,1000,100,Unlimited,100,0,0,100,0,Yes
"Greenlight Networks, LLC",NEW YORK,23439.4773959044,FTTH,100,20,Unlimited,50,0,0,50,0,Yes
Gtek Computers & Wireless L.L.C.,TEXAS,13694.3686823042,Fixed wireless,10,3,Unlimited,59.95,0,0,59.95,0,Yes
Gtek Computers & Wireless L.L.C.,TEXAS,13694.3686823042,Fixed wireless,6,3,Unlimited,39.95,0,0,39.95,0,Yes
Gtek Computers & Wireless L.L.C.,TEXAS,13694.3686823042,Fixed wireless,25,6,Unlimited,119.95,0,0,119.95,0,Yes
Gtek Computers & Wireless L.L.C.,TEXAS,13694.3686823042,Fixed wireless,15,4,Unlimited,4.53,0,0,79.99,0,Yes
Gtek Computers & Wireless L.L.C.,TEXAS,13694.3686823042,Fixed wireless,20,5,Unlimited,99.95,0,0,99.95,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,41726.7578704385,FTTH,50,50,Unlimited,59.95,4.04,0,63.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,10431.6894676096,DSL,12,1.5,Unlimited,49.95,4.04,0,53.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,41726.7578704385,FTTH,20,20,Unlimited,54.95,4.04,0,58.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,10431.6894676096,DSL,5,0.512,Unlimited,49.95,4.04,0,53.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,41726.7578704385,FTTH,500,500,Unlimited,74.95,4.04,0,78.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,10431.6894676096,DSL,8,1,Unlimited,49.95,4.04,0,53.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,5859.8693489761,DSL,1.5,0.384,Unlimited,49.95,4.04,0,53.99,0,No
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,10431.6894676096,DSL,1.5,0.384,Unlimited,49.95,4.04,0,53.99,0,No
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,41726.7578704385,FTTH,100,100,Unlimited,69.95,4.04,0,73.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,5859.8693489761,DSL,8,1,Unlimited,49.95,4.04,0,53.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,23439.4773959044,FTTH,100,100,Unlimited,69.96,4.04,0,74,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,23439.4773959044,FTTH,1000,100,Unlimited,159.95,4.04,0,163.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,41726.7578704385,FTTH,1000,100,Unlimited,159.95,4.04,0,163.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,5859.8693489761,DSL,12,1.5,Unlimited,49.95,4.04,0,53.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,23439.4773959044,FTTH,500,500,Unlimited,99.95,4.04,0,103.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,23439.4773959044,FTTH,50,50,Unlimited,59.95,4.04,0,63.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,23439.4773959044,FTTH,20,20,Unlimited,54.95,4.04,0,58.99,0,Yes
"Guadalupe Valley Telephone Cooperative, Inc.",TEXAS,5859.8693489761,DSL,5,0.512,Unlimited,49.95,4.04,0,53.99,0,Yes
Halstad Telephone Company,MINNESOTA,10675.4,FTTH,500,500,Unlimited,99.95,0.78,0,100.73,0,Yes
Halstad Telephone Company,MINNESOTA,10675.4,FTTH,1000,1000,Unlimited,119.95,0.78,0,120.73,0,Yes
Halstad Telephone Company,MINNESOTA,10675.4,FTTH,25,5,Unlimited,54.95,0.78,0,55.73,0,Yes
Halstad Telephone Company,MINNESOTA,10675.4,FTTH,50,5,Unlimited,64.95,0.78,0,65.73,0,Yes
Halstad Telephone Company,MINNESOTA,10675.4,Fixed wireless,10,2,Unlimited,100,0,0,100,0,Yes
Halstad Telephone Company,MINNESOTA,10675.4,FTTH,10,5,Unlimited,44.95,0.78,0,45.73,0,Yes
Halstad Telephone Company,MINNESOTA,10675.4,Fixed wireless,3,1,Unlimited,30,0,0,30,0,Yes
Halstad Telephone Company,MINNESOTA,10675.4,FTTH,250,250,Unlimited,79.95,0.78,0,80.73,0,Yes
Halstad Telephone Company,MINNESOTA,10675.4,Fixed wireless,5,1,Unlimited,60,0,0,60,0,Yes
Halstad Telephone Company,MINNESOTA,10675.4,Fixed wireless,5,2,Unlimited,90,0,0,90,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,321879.349697312,DSL,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,7,1,Unlimited,39.99,0,0,39.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,321879.349697312,DSL,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,20,1,Unlimited,67.99,0,0,67.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,15,1,Unlimited,57.99,0,0,57.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,10431.6894676096,FTTH,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,20,1,Unlimited,67.99,0,0,67.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,10431.6894676096,DSL,20,1,Unlimited,67.99,0,0,67.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,321879.349697312,DSL,20,1,Unlimited,67.99,0,0,67.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,15,1,Unlimited,57.99,0,0,57.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,10431.6894676096,DSL,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,15,1,Unlimited,57.99,0,0,57.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,321879.349697312,DSL,7,1,Unlimited,39.99,0,0,39.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,FTTH,300,50,Unlimited,245,0,0,245,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,321879.349697312,DSL,15,1,Unlimited,59.99,0,0,59.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,20,1,Unlimited,67.99,0,0,67.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,321879.349697312,DSL,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,23439.4773959044,DSL,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,20,1,Unlimited,67.99,0,0,67.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,23439.4773959044,DSL,20,1,Unlimited,67.99,0,0,67.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,7,1,Unlimited,39.99,0,0,39.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,23439.4773959044,DSL,15,1,Unlimited,57.99,0,0,57.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,10431.6894676096,FTTH,15,1,Unlimited,57.99,0,0,57.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,10431.6894676096,FTTH,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,10431.6894676096,FTTH,20,1,Unlimited,67.99,0,0,67.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,10431.6894676096,FTTH,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,10431.6894676096,DSL,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,7,1,Unlimited,39.99,0,0,39.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,7,1,Unlimited,39.99,0,0,39.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,10431.6894676096,DSL,15,1,Unlimited,57.99,0,0,57.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,7,1,Unlimited,39.99,0,0,39.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,23439.4773959044,DSL,7,1,Unlimited,39.99,0,0,39.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,15,1,Unlimited,57.99,0,0,57.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,20,1,Unlimited,67.99,0,0,67.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,7,1,Unlimited,39.99,0,0,39.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,FTTH,100,20,Unlimited,125,0,0,125,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,15,1,Unlimited,57.99,0,0,57.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,7,1,Unlimited,39.99,0,0,39.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,7,1,Unlimited,39.99,0,0,39.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,20,1,Unlimited,67.99,0,0,67.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,FTTH,1000,100,Unlimited,445,0,0,445,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,15,1,Unlimited,57.99,0,0,57.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,23439.4773959044,DSL,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,FTTH,500,50,Unlimited,345,0,0,345,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,23439.4773959044,DSL,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,10431.6894676096,DSL,50,3,Unlimited,107.99,0,0,107.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,15,1,Unlimited,57.99,0,0,57.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,25,1,Unlimited,77.99,0,0,77.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,11,1,Unlimited,49.99,0,0,49.99,0,Yes
"Hawaiian Telcom, Inc.",HAWAII,41726.7578704385,DSL,20,1,Unlimited,67.99,0,0,67.99,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,13908.9192901462,Fixed wireless,2,2,Unlimited,34.95,0,0,34.95,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,41726.7578704385,Fixed wireless,10,10,Unlimited,69.95,0,0,69.95,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,41726.7578704385,FTTH,20,20,Unlimited,39,0,0,39,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,13908.9192901462,Fixed wireless,2,2,Unlimited,24.99,0,0,24.99,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,13908.9192901462,FTTH,5,5,Unlimited,26,0,0,26,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,41726.7578704385,FTTH,75,75,Unlimited,85,0,0,85,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,41726.7578704385,FTTH,40,40,Unlimited,54,0,0,54,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,13908.9192901462,FTTH,5,5,Unlimited,29,0,0,29,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,41726.7578704385,FTTH,70,70,Unlimited,69,0,0,69,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,41726.7578704385,Fixed wireless,15,10,Unlimited,49.99,0,0,49.99,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,20863.3789352193,FTTH,100,100,Unlimited,89.99,0,0,89.99,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,13908.9192901462,FTTH,2,2,Unlimited,20,0,0,20,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,41726.7578704385,FTTH,15,15,Unlimited,35,0,0,35,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,41726.7578704385,FTTH,50,50,Unlimited,55,0,0,55,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,20863.3789352193,FTTH,100,100,Unlimited,99,0,0,99,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,13908.9192901462,Fixed wireless,5,5,Unlimited,44.95,0,0,44.95,0,Yes
Hopkinsville Electric System,KENTUCKY,10675.4,FTTH,50,10,Unlimited,59.95,0,0,59.95,0,Yes
Hopkinsville Electric System,KENTUCKY,10675.4,Fixed wireless,8,1,Unlimited,37.95,0,0,37.95,0,Yes
